artist_name,artist_id,genre
James Reeder,5YCUdcLdAbaYZcdZrxNzjU,[]
Cold,0Gw3a3BkWLwsMLFbOBmo6Q,"['alternative metal', 'industrial metal', 'nu metal', 'post-grunge', 'rap rock']"
TG,7qwOsGanRCnWgty6lX05P4,[]
Klaxons,2qlAMLpUyBjZgnzuFXXZXI,"['alternative dance', 'alternative rock', 'dance-punk', 'electronica', 'indie rock', 'modern rock', 'new rave']"
TG,7qwOsGanRCnWgty6lX05P4,[]
Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
Fiel A La Vega,66wxdAaC0UG5y6I080pwwP,"['puerto rican rock', 'reggae en espanol']"
Dan Griffith,6OqYK2O1Qp24aw7k2Id3Uk,[]
Flor De Tabaco,2xno1jPXudieXG5hnANmlH,[]
Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']"
TG,7qwOsGanRCnWgty6lX05P4,[]
Altin Gün,37PL04N8kBWWW69jdrMMWT,"['dutch indie', 'turkish psych']"
Chv TopSoulja,2I3BLyw3HPP6y24D18RreC,['dmv rap']
Dan Griffith,6OqYK2O1Qp24aw7k2Id3Uk,[]
David Pomeranz,6SuhlH2L1NB53bBscBqAdu,"['opm', 'soft rock']"
Ian Moore,5XZzCqzWFTBV6jgSAOtxTz,[]
Mahavishnu Orchestra,3Ao7NH7lRyQAeKQg2mlTcO,"['art rock', 'instrumental rock', 'jazz fusion', 'progressive rock', 'symphonic rock']"
Blackjesus Yoshua,2Dy3fOAUcKb7G3NdUcQuEG,[]
757babyglock,5vMrhEVHWJBSawMuBjAQRM,[]
Yung Shadøw,2pLDTWXQaRCbuhLSZOeJS9,[]
The Cars,6DCIj8jNaNpBz8e5oKFPtp,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']"
KingJa,1b6El8bvKjzqhdlm4W2wPF,[]
KayFresh,0AR12BdMaoz3cjMX0CTCQY,[]
Noob_Memeus,2IeO0DgXkCMFjpOVl8KaJC,[]
Miguel Bosé,7mWCSSOYqm4E9mB7V4ot6S,"['latin', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']"
DXM,5h5SJscpaZsndsRk4Y87bL,[]
Guardianes Del Amor,3NLDQVyI2LVtQFJt8JeAAx,"['cumbia sonidera', 'grupera', 'gruperas inmortales', 'musica mexicana', 'tropical']"
Django Django,2ARO60gI5do88ho6azmzab,"['alternative dance', 'chamber psych', 'electronic rock', 'electronica', 'indie rock', 'modern rock', 'new rave', 'shimmer pop']"
Appleby,4Y2i9jhU3jW0PVsvTLIbWX,[]
Blackjesus Yoshua,2Dy3fOAUcKb7G3NdUcQuEG,[]
Alex Alavi,3XFIbc9yn3LWD9jG6vMofS,[]
Alex Alavi,3XFIbc9yn3LWD9jG6vMofS,[]
Alfredo Olivas,5xYNmNkaWRqu3e5F4UXME8,"['banda', 'corrido', 'musica mexicana', 'nueva musica mexicana']"
Neo Soulstress,3QuXpajJcxsTVQxDknmOfu,[]
American Film Orchestra,1hW8XfsBJMvQ8qiIMDolET,[]
Christine and the Queens,04vj3iPUiVh5melWr0w3xT,"['art pop', 'electro-pop francais', 'electropop', 'metropopolis', 'shimmer pop']"
Tha Joker,7JDx2l9hbNg7vlr6eVLbKV,"['pop rap', 'southern hip hop', 'trap']"
Nick Howard,7LiAa7T3c3xYt47RefalhP,[]
The New Seekers,4jrTNltJtTMUfXybDdsHDn,"['brill building pop', 'bubblegum pop', 'classic uk pop', 'merseybeat', 'rock-and-roll', 'soft rock']"
Whiskey Child,1A6u64QbcSP2k0E2m5earf,[]
Noob_Memeus,2IeO0DgXkCMFjpOVl8KaJC,[]
Noob_Memeus,2IeO0DgXkCMFjpOVl8KaJC,[]
Blackjesus Yoshua,2Dy3fOAUcKb7G3NdUcQuEG,[]
Lugosi Smile,5t0szyKoLUHvZq0rSSeF8r,[]
Moby,3OsRAKCvk37zwYcnzRf5XF,"['downtempo', 'electronica']"
Otis Redding,60df5JBRRPcnSpsIMxxwQm,"['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul']"
La Contraseña,2PuKI7JcPdtBJ0ZtfYHKl9,[]
Entrails of a Virgin,2OKDsua2FT01222SVT3WP2,[]
Dan Griffith,6OqYK2O1Qp24aw7k2Id3Uk,[]
Kitchens Of Distinction,2duIh1sS0qsKqvoPm0X2g4,"['alternative pop', 'c86', 'dream pop', 'nu gaze', 'shoegaze']"
Dan Griffith,6OqYK2O1Qp24aw7k2Id3Uk,[]
Jordis,6SFZSRQx5SsoFj65Co61mu,[]
Daniel Phillips,0owdG5uucyUsMUhhGueTeW,[]
Diamond,66s6j1hkGsF9kI1NMRmc0V,[]
Bubby Galloway,6FvW2P9oiLNiBbZ000SINI,[]
Joey Tapz,6auLa6Lr1THidBzXXtsqc7,[]
Ray Smith,19itQ3oNntbnKQNGw4AbFh,[]
Poco,0fyqyjD7pbaVzbu94ylWQR,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock']"
Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
Mahtie Bush,0rLDdj59oYTAxUPIFyCu99,[]
Lil AD,3X6ryh7SJDhpaEZyGfMYIx,[]
Q Da Halftime Show,6C4UV1NK9MxJuzTQUmYN8R,[]
Coaltar Of The Deepers,2S5Vk5knCxjALFqlMnULmZ,"['japanese post-punk', 'japanese post-rock', 'japanese shoegaze', 'shibuya-kei']"
Paulina Rubio,1d6dwipPrsFSJVmFTTdFSS,"['dance pop', 'latin', 'latin arena pop', 'latin pop', 'mexican pop']"
Harford,0wxUY31aX2A5LBVjVREXJt,[]
Blackjesus Yoshua,2Dy3fOAUcKb7G3NdUcQuEG,[]
Apache Chief,6RDjTs3OnBrFeavCSh051u,[]
Mean Old Fireman & the Cruel Engineers,7oFXujybtDH8jQDIDLPLkl,[]
Philly Heat,5CwoB7XzUFMwthLe1YekS6,['philly rap']
GreenEyez,2hhPFCuH3egG9D43288o8X,[]
Radio Base,2O07L4IuTAy1LU3Dtb2kfN,[]
Finestyle,7yctVa4BppKi6Cg1TVAv3J,[]
J-Dooly,0fS1aOC9PyZ6eJhadYveWm,[]
Infinite Nylon,7COBeZDDDGDwxHwu9Tz14O,[]
Josh Swish,6DmxOyaAWv0bXau6uGVLbh,[]
Chuck Maguire,1d8YvMjwIxH36LThUQ13p6,[]
Fast Money Neph,5S6xt4BKn9QZXhBsM3Nclw,[]
Titobeats,0QF82eXfMSaP9iePLe59BM,[]
Harris Hausen,20EUltkEIDPVO7aVDZDfej,[]
Big Rome,6d5uvfn75SP3QLXrr15ZNW,['bay area hip hop']
MK Virgo,0bRxzxcCSb0daEUtByuRUw,[]
Carmen (Television Soundtrack),2q3DulAoyWA3GbCsJWdLut,[]
Whosthahottest,4OBWIJjCjhzGuzTdl6SScX,[]
Alei Islah,77e0bU0LKeZ4AspZfRgq1R,[]
Techniec,2Hp47KRYxXE4agS6dGAcJl,['g funk']
Jace Everett,47DQBkDU2VieRG0aJUcPJs,['modern blues rock']
Yung Shadøw,2pLDTWXQaRCbuhLSZOeJS9,[]
Tsar Kangroo,7d7DHg6sUTtnvgBxpMmTSW,[]
Cannaboy,2hgV6EH8Dsr4zWJ2KHijlc,[]
Whosthahottest,4OBWIJjCjhzGuzTdl6SScX,[]
Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
Finestyle,7yctVa4BppKi6Cg1TVAv3J,[]
CiRcUs LiBeRtY,4I4rDrUIBB48EgmLfRBzgr,[]
Conjecture City,531VgG5hLSn5hHrkv1O4xp,[]
Alei Islah,77e0bU0LKeZ4AspZfRgq1R,[]
The Homeboyz,1l61cJnRmPBJTtyx8i6qDv,[]
Jack's Mannequin,42aeGx2I3uXINpGqC8L0LD,"['emo', 'neo mellow', 'neon pop punk', 'piano rock', 'pop emo', 'pop punk', 'pop rock']"
Young Gstar,1QEn55ojn4m4A9rnpCbtis,[]
Howard Shore,0OcclcP5o8VKH2TRqSY2A7,"['canadian classical', 'canadian soundtrack', 'middle earth', 'orchestral soundtrack', 'scorecore', 'soundtrack', 'video game music']"
Midnight River Choir,0g3GG9jA6IpOdwA4BFrRIQ,['texas country']
Deuce 2much,5BXhzPwJrISqhvJk76zwst,[]
New Found Glory,4ghjRm4M2vChDfTUycx0Ce,"['easycore', 'emo', 'pop punk']"
Lil Sinn,6LGt40Gw3HqXvqbn4U861i,[]
Bollobas,5hn4tB87c4Cv98wtVu5349,[]
Babyface Bizzy,6zcIQ0mWZZfSr1ejHDhUc7,[]
Slumm Prince,1RivVwlwtFFjqtGeyFLeEk,[]
Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
EKT 40,5vRrriPtaSMxBmpU2eMpO4,['ohio hip hop']
Drew Cooper,2y3yXzCO868BrQwptqvjfo,"['red dirt', 'tucson indie']"
John Tesh,59B2CHEMh1to8diq0jB92r,"['new age', 'new age piano']"
A New Orchestra,3qyfkBKHNOD9h8fP4M0peO,[]
Jon B.,3SRJWVa6lZnqRHOyAHmDrX,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
Work Music,3O7JbDL7rJi0qlyHKJ82oh,[]
Ysjonas,4e8ITbk9fhqRpvYAlqQ5sp,[]
Emmet Trill,5L41mL5uyxtIpTWIbYFUk7,[]
Ricardo Montaner,4uoz4FUMvpeyGClFTTDBsD,"['latin', 'latin pop']"
GC Classics,193nqYWcWu1IrTmQ9VSLZG,[]
Brymir,3YDtlBGmfvE2Xw0avhHeK5,"['finnish melodeath', 'finnish metal', 'folk metal', 'melodic death metal', 'melodic metal', 'symphonic death metal', 'symphonic melodic death metal', 'viking metal']"
Noob_Memeus,2IeO0DgXkCMFjpOVl8KaJC,[]
Ian Thomas,3zN0v7v385HloFDdsAlQMh,['yacht rock']
Noob_Memeus,2IeO0DgXkCMFjpOVl8KaJC,[]
380,113iSup6bmuEhJg9vA6rup,[]
Young Cassanova,0k6dg1P5T5eePfguel03MK,[]
Mourning Sects,4reeX7FKsoUpbY59vZ322e,[]
GOE,26PK1xrvehA1ZbOI2WemwS,[]
Solomon Bellamy,3wSDrQix5sDV6MHVuu1Ghw,[]
Bam StaxkAlot,6G4S0DvGQvOgNYhrNqmWN1,['upstate ny rap']
Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
FreeMind619,4TFEd5CFbQlQArj2ueTMnR,[]
Massiel,7gAcNqHWOMnqnsTBjq7v0T,"['cancion melodica', 'pop romantico', 'ye ye']"
Baby Jamo,6zFixzuUUZYLye59Ajwfb0,['dmv rap']
Philly Heat,5CwoB7XzUFMwthLe1YekS6,['philly rap']
ZayWild,2p42XLFOoNPAaDPi8UlyU1,[]
Tonic Echo,3DxMkE4y17OXxiqrnKCOGt,[]
Gamma Ray,6LZE884lDIsCSLHuTplfGp,"['german metal', 'german power metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal']"
Prince Hakimi,56CXdZDHsGuRI2CnBpAtcd,[]
Artamene,568SWEIeS0xF7754uDvXPy,[]
Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
Plap Fieldz,5HO8I3YWRhVvNXQpXAN7FU,[]
$lumdogchedda,1Neg7t8jmlO7nkPkdgd5jB,[]
Prince Hakimi,56CXdZDHsGuRI2CnBpAtcd,[]
V12,7d6KdkbKMENsaMzsH1S7Z1,[]
Solomon Bellamy,3wSDrQix5sDV6MHVuu1Ghw,[]
David Banner,7jFaoqWPhYLrKzjzlpXmUO,"['conscious hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
La Clave Con Swing,6FVjfDpR73xeKXPJF8jLyS,[]
Annamation,7mjmNa7O8VX6LhP28VCv15,[]
Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']"
Ian Brown,3s398TKZNahAURRacx7oIT,"['britpop', 'madchester', 'solo wave', 'warrington indie']"
Starfish Knights,2hwZutPStQBHZHjLhGCVLB,[]
Various Artists,0LyfQWJT6nXafLPZqxe9Of,[]
Walter Martin feat. Karen O,2kwgnlIyGVngxKzHZqpBV3,[]
Alei Islah,77e0bU0LKeZ4AspZfRgq1R,[]
The Czechaholics,1YCPM00fljZHIWgQaHdqQT,[]
Blackwater Noi.D.,6pmyfEYZhI5JAn6Xc6PSCD,[]
In Hearts Wake,30BDCIM0IdglDaLzvCYd0N,"['australian metalcore', 'melodic metalcore', 'metalcore']"
Alei Islah,77e0bU0LKeZ4AspZfRgq1R,[]
EseEilien,5A3y7mnTFJmJGtHdDmrj6B,[]
HunnitProof Boogie,0ApJ5Cu6sdSgekBWM6eiYp,[]
Rick & Bubba,3kwgO7of3NZcCCNBMFzdXy,[]
Tonic Echo,3DxMkE4y17OXxiqrnKCOGt,[]
Incubus,3YcBF2ttyueytpXtEzn1Za,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'modern rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']"
Azure Dream Machine,00G692AtU7XI3NUd4wLuef,[]
Lily y Su Gran Trio,1EkkGZMmTdiipwf4zgzcDL,[]
Aborted,1XRhUgCyzIdeT8d9KMfeDR,"['belgian death metal', 'belgian metal', 'brutal death metal', 'death metal', 'deathcore', 'deathgrind', 'goregrind', 'grindcore', 'technical death metal']"
Wnc Whopbezzy,0JW2Wt06NncqOxA905C7Z3,"['baton rouge rap', 'deep southern trap']"
Confusion Born,5AQ52SHUxxjMRqKRtdmdZx,[]
zrfamelystudio,2CwnUMN4aOuIfHHnjfjRAK,[]
Northlane,3qyg72RGnGdF521zMU02u9,"['australian metalcore', 'deep melodic metalcore', 'djent', 'melodic metalcore', 'metalcore', 'nu-metalcore', 'progressive metalcore']"
Reiss Woods,7AUDx1VbIpR6IoCK5ky1kZ,[]
Sam Bostic,2efi9WV3Xk78woTKNL7UW6,[]
V12,3o2JB28J1zMWegUvHW9Ypo,[]
Sun & Rain,0jUBz5sT3bnf8nrfKqxTa6,[]
Joe Garrido,0e0sHqtWKqoamYvlvVZYCm,['chamorro pop']
Bonney B,6XKvbzCsCYEE0lMQ5rewcb,[]
Sonson,5fqxSk28Yc34R5suBUI4bj,[]
Dj Akatsuki K3,24OQe8YfncO2dQ6ygX8ukX,[]
Finestyle,7yctVa4BppKi6Cg1TVAv3J,[]
Sonson,5fqxSk28Yc34R5suBUI4bj,[]
Nick Nittoli,3xzm09zGUXD96eVSzTVNRj,[]
Yung Hop,6irekwvzK69GVGZIWWNtSC,[]
Bonafide Suspects,4upQwKkXBfMfkiUPkmU00a,[]
Daniele Nick,0CZn1bC3lbUYG9uivNDQLB,[]
Mac Black,19wcxH08hvMKikzjn9uPRK,[]
Keegan Chambers,4efFTs4iwHWTOp4umDESpA,[]
Leo Stroke,3au1InO9qUcmn0gFeloNsu,[]
Korey Mickie,2z8Yz3rJIgQXWCmivqQuWy,[]
Shannon Alece,3Un0HJRfS62m6DiAe4SLEK,[]
C.P Da BabyDon,4v8vtWPHLN9wmdQInjJ4Eb,[]
Natassha Reendo,3Apr2r1zJuLX8qKrJWm3tG,[]
Acidizer,2TO7FzFhVIWY7YLofV0hd6,[]
Kaneky White,56z7lf6zRc6YYdbgrpRr2c,[]
E.TEE,1LZqDxnkm6LiJLYs2KklIr,[]
K.Hill,2DdEe6cwLPK7y23x8zrPh1,[]
MK Virgo,0bRxzxcCSb0daEUtByuRUw,[]
Lil Kappy,3mBs1kWbkiVViXHrsigSAt,[]
Romilli,4TWm9Kr9ZnsKm0M695zAKa,['dmv rap']
Hangeelo Mixx,4tXSiWauWTcwS6fF5tcUll,[]
Dairanath Katherine Mix,1k7cif6aqdNyeGW78FlBtU,[]
ASMR Rain Sounds,1aoEFUliGr3znGWgnEVNM7,"['asmr', 'environmental']"
Sixtwoseven,46TRgWnJQ9e6TbvBTFulAm,[]
6kFly,4BscIuq0YBG4PFCZzBqiM7,[]
Dj Akatsuki K3,24OQe8YfncO2dQ6ygX8ukX,[]
Korey Mickie,2z8Yz3rJIgQXWCmivqQuWy,[]
Verde Babii,53BJ60lhX4jJI51f3YAlo0,['cali rap']
Samuel Hernández,17XxPdvl2MD39MnT9zhNjU,['latin christian']
Laura Alejandra HG,31Pkf85ltOuzfrTFdmMO4e,[]
Futurecop!,10yA9Y6h5wbDaX5XuZuA9X,"['filter house', 'nu disco', 'synthwave']"
Simon and the Astronauts,5YYFMfU9enN0juhCwzv0C1,[]
Natassha Reendo,3Apr2r1zJuLX8qKrJWm3tG,[]
4 Strings,2a0fbijQhcaj1hOFp5b3id,"['dutch trance', 'trance', 'uplifting trance', 'vocal trance']"
Honey Harper,01JvPU3kH9sxiT4EP0kmKg,['alternative country']
MadMisaki,1x80mA8w8tpshZwGOtlEt3,[]
Blue Rodeo,4M1fxLs3K8DkyCaTEpdfo0,"['canadian indie', 'canadian rock', 'country rock']"
King D Mr. Perfect,1hcHBYsB2RxBYEtCiw7PC5,[]
Eviltwin and the Leftbehinds,3LYiGZpdVxlgOHe8nHysM7,[]
Rocher,3aQmKr1QtVX8GT4en1mol7,[]
Top oppz,3knRdhoxTu0KcjfQGVphtY,[]
Optimist Prime,7F6PMFu6a3ct8SBW7lNLWH,[]
JAYTREMENDOUS,4tqsnYsMkwq09wwHNzm5BN,[]
MrRead,1wsb4RQrvumL3fWAAUpOGu,[]
Lofi Swole Beats,53N7OIe8cY9d2TZebL1FGw,[]
Tiny Towns,5uBLXhy4SG466WGhRjpMaA,['arkansas indie']
Flaco el Jandro,2VVgC1jDpquqRzWjRlaqf6,[]
Shinyen,2pRhZnY051qBuaNr8D86PG,[]
Harvey Mason,2MNNVXEpagQ3QWiOkXjQyT,"['jazz drums', 'jazz funk', 'post-disco']"
Mariachi Vargas De Tecalitlán,0JTujDbHVqhWAGl06aaW78,"['mariachi', 'ranchera', 'tropical']"
Space of a Day,5nNOI6NL16ypK6js5aiheB,[]
J-Eclectic,4xhXtRp6DT6h8Vsp72QFSu,[]
J-Eclectic,4xhXtRp6DT6h8Vsp72QFSu,[]
Coolness,6GL1tB1d5Lpqq0B6yU9NTz,[]
J-Eclectic,4xhXtRp6DT6h8Vsp72QFSu,[]
Kidricc James,0FxE19vNS9lmFdxdnfXoH0,['houston rap']
YNE Sosa,6fYqxXFRWpbTVlXcEmR3qr,['baltimore hip hop']
SYL noiZ,2OmdAhy2xwZkAyFEQPe7fq,[]
Hope College Worship,6K290dJywQVhbL1EetQ62v,[]
Cavedoll,4U6cZkjQE5aIsCnfL9DaJk,"['indie pop rock', 'slc indie']"
Kidricc James,0FxE19vNS9lmFdxdnfXoH0,['houston rap']
Five Finger Death Punch,5t28BP42x2axFnqOOMg3CM,"['alternative metal', 'groove metal', 'nu metal']"
ColdWater,617czz01pCp7VqT3q0ozZQ,[]
Willow,3s3gN7SrRhdmTCqpLiZbzw,[]
Jhon Ffire,5tErA3dlxTRk6WbJep4Kcr,[]
Dj Samuell King,2S3ooaesuxtk4M05eLgkuq,[]
LaShaun Love,1fo7NK0K2t82yIvc2cQSPU,[]
Hues Corporation,6PpGPIrFf3LM7Q77eR4Bts,"['classic uk pop', 'disco']"
Orgullo Guerrerense,5nnmFYAQVCVmMrUoA2P7zJ,[]
Jhon Ffire,5tErA3dlxTRk6WbJep4Kcr,[]
徐翊寧,18eKKD0crps6UFVJCvShcb,[]
Danny Shipley,4KhpYUXViTgQcBjt44t1GY,[]
Mac Black,19wcxH08hvMKikzjn9uPRK,[]
Lil 30,2j0VhndGlmnYzUICJRLMCy,[]
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
Tay G,7Fs12pWnztgd2dp03114CC,[]
J-Eclectic,4xhXtRp6DT6h8Vsp72QFSu,[]
The Paris Sights,3zpHlpUhM4n8UeGgXpT7Fr,[]
M.D.O.,3wFZEgEgFoF90ZLQGp6YGH,[]
Billionaire Dollaz,3OBWQyh6AlBPXDkST6vEtC,[]
J-Eclectic,4xhXtRp6DT6h8Vsp72QFSu,[]
J-Eclectic,4xhXtRp6DT6h8Vsp72QFSu,[]
James Reeder,5YCUdcLdAbaYZcdZrxNzjU,[]
Apolooo Dj,6CH5Pk7Wk9oM7VOQuy6OOr,[]
Dopeboy Ra,5eJxz230HlWQ0yaOm7DvWv,"['atl hip hop', 'atl trap']"
Dj Axel AA4,6jgm0uWn5p5zqbDVr9IOiJ,[]
J-Eclectic,4xhXtRp6DT6h8Vsp72QFSu,[]
Chuckyy_103,5IS3q1zYC5E9gtBZSlTfLn,['new jersey underground rap']
Whapö,3gidNPyIka2VXgIFIbFWqP,[]
Ayce,7rWpewtkqTrtFBLsUAFevz,[]
Citycentral Studio,735fCR8kyFCDfp2qHFJOZH,[]
MadMisaki,1x80mA8w8tpshZwGOtlEt3,[]
Alluvial Fans,0yjsV0KDq7scI0h2S7Kt6Y,[]
10ktherapper,0VcYAPmCnNkQkpzIW39U0f,[]
Lofi Swole Beats,53N7OIe8cY9d2TZebL1FGw,[]
Rare Essence,4vKZXZH0eDibGsDxMVzZDh,['go-go']
Apfos,0i7gpIampMkUKUA4hjKZCl,[]
Tse E2 X Tse Vic,66MBkYuqQEio6Lx8zwOKnp,[]
Monewaypeso,5Gzyp5xSnwZsk4J35XOaKl,[]
Chilly Chills,3p9w3hyHVCCa2ysaiMVYkl,[]
Lul Jody,2AnT5FjxWk0oUsvNGDowbB,['cali rap']
Quinn Hayes,3pxGQzPPlApVe7cOg0z7zM,[]
J-Eclectic,4xhXtRp6DT6h8Vsp72QFSu,[]
Juicethegod,1GIy2TphgA3IHQbz7vdAlH,[]
MK Virgo,0bRxzxcCSb0daEUtByuRUw,[]
JG Riff,50K3YxeJMeQ0W8aMswmpHE,['dmv rap']
Blake Shepperd,7ld3UJOPeSYC8LNt6Y5MIe,[]
Band$,6JuXDWRiL1ORov7eQrClbu,[]
MKE Verified,5lPPTyKMXaSC9VdXDT83My,['milwaukee hip hop']
Crush Control,0kwRdHBAjTmBZmGkl5VwQk,[]
Los Montañosos Flow,21gYIOFcAmrmzrOz4KXr0e,[]
Dj Neneco King,0bykXT2S0NWe4dZEqHUYKB,[]
Migo Lee,1mP33Jk5fMXnfDDBWPwm25,[]
DJ Madd Od,2pdjm3tVrz2oI0tmmCgX9K,['moombahton']
Leon Chavis,3LGYzKZ8o9c8rzrX3zeCRc,[]
Jackson State Sonic Boom of the South,4jxf2IvLwAr2gjgZWYMJDJ,[]
zrfamelystudio,2CwnUMN4aOuIfHHnjfjRAK,[]
Miammar Mixi,7z0EKruN2pgaIpwtiQtoN5,[]
Duna,1eZx75fGVjN3BvdzMT92k6,[]
J-Eclectic,4xhXtRp6DT6h8Vsp72QFSu,[]
Yantz,3PCkyuauezlLcalyNq2fM6,['bay area hip hop']
G. Wayne Thomas,7Exv78PNLjT5P6W2DrjCjb,[]
BBG CERTI,0ve6eUDzgiFlRGEoLBKIs1,[]
Sam Salisbury,6Z8RauyThkf4Caksdicow2,[]
Carrington Shropshire,3glsU9nSF46Nu44jTjrZbT,[]
Gordon Wilcox,6eQcuvCtTAxiGCFpURZQx6,[]
Warbag,1cwVKuvZrLITwFlDKanxxH,[]
Promise the Gahd,3oe28XSq0Vx8UqRYOa8W6Y,[]
YoungAge,0PovHtAaOBHok8CyxEaojH,[]
MyCrazyRO,4usd5ep7AaXv6ruKNj5qsV,[]
Rowan Herrera,2pVGw8ZsEt8SVzubR9fluN,[]
Yom,5ooH20gQVNZi7MVjmKJTec,['israelite hip hop']
B3NTLY,5jBmKVPNPtBDr4oVL3I10N,[]
GVO,0nD6ci8LYRPYwEM6kU8ovZ,[]
Yunuen Kayleeann,1r6xh0eo7KbtUVtqgllekj,[]
V12,3o2JB28J1zMWegUvHW9Ypo,[]
Sons of Vengeance,5hCcEb3nxuLMoflt50VrxW,[]
Berry C. Alcorn,0126aZdX5iZ2UOkSTWesPO,[]
Kill BAM,5EaYTZaCPKvGvAwQSfDgGW,[]
LILUZI,2dafYJe06I8XvsGmyBX1FG,[]
G Les Anxious,0WhQKfnFifTpJcYY0U5Blo,[]
Jaylaflame,5UdUCGK24WtRFRcXyzxN6U,[]
Addison Mueller,0l3uaAhAxyu6dt6EmKMsas,[]
Asher cataldo,641ZuAkoNfLGqu3Agb9Uy1,[]
Nawfside Deuce,0P18P4FQloJK518qmZpoQY,[]
Joe Posada,6UoIwlQHjb5bgnMgQEtU5P,['tejano']
LUCKY3RD,2XkasFKl5fRYNJSktZL0ZX,['houston rap']
Ear Ringers,0EqytrEgED4xtNwEj6KLWM,['socal indie']
Swishahouse,7qpbQKIG4ghU6YXxB5kI6r,"['chopped and screwed', 'dirty south rap', 'dirty texas rap', 'gangster rap', 'houston rap', 'trap']"
BlueStar,5AFxrcUnQieqnZy8bl0uZ8,[]
Alexus Hill,4epEXxJiY3ZGCuBzRZZzqI,[]
Beneath,7uupcMg75EaX90407vq5ui,[]
